1	25	25	0	0	NaN	625	625
2	25	25	0	0	NaN	625	625
3	25	25	0	0	NaN	625	625
4	25	25	0	0	NaN	625	625
5	25	25	0	0	NaN	625	625
6	25	25	0	0	NaN	625	625
7	25	25	0	0	NaN	625	625
8	25	25	0	0	NaN	625	625
9	25	25	0	0	NaN	625	625
10	25	25	0	0	NaN	625	625
11	25	25	0	0	NaN	625	625
12	25	25	0	0	NaN	625	625
13	25	25	0	0	NaN	625	625
14	25	25	0	0	NaN	625	625
15	25	25	0	0	NaN	625	625
16	25	25	0	0	NaN	625	625
17	25	25	0	0	NaN	625	625
18	25	25	0	0	NaN	625	625
19	25	25	0	0	NaN	625	625
20	25	25	0	0	NaN	625	625
21	25	25	0	0	NaN	625	625
22	25	25	0	0	NaN	625	625
23	25	25	2	0	0	625	625
24	25	25	56	0	0	625	625
25	25	25	134	0	0	625	625
26	25	25	284	0	0	625	625
27	25	25	366	0	0	625	625
28	25	25	325	19	5.523256e-02	625	625
29	25	25	316	0	0	625	625
30	25	25	158	0	0	625	625
31	25	25	0	0	NaN	625	625
32	25	25	0	0	NaN	625	625
33	25	10	0	0	NaN	250	250
34	25	25	0	0	NaN	625	625
35	25	25	0	0	NaN	625	625
36	25	25	0	0	NaN	625	625
37	25	25	0	0	NaN	625	625
38	25	25	0	0	NaN	625	625
39	25	25	0	0	NaN	625	625
40	25	25	0	0	NaN	625	625
41	25	25	0	0	NaN	625	625
42	25	25	0	0	NaN	625	625
43	25	25	0	0	NaN	625	625
44	25	25	0	0	NaN	625	625
45	25	25	0	0	NaN	625	625
46	25	25	0	0	NaN	625	625
47	25	25	0	0	NaN	625	625
48	25	25	0	0	NaN	625	625
49	25	25	0	0	NaN	625	625
50	25	25	0	0	NaN	625	625
51	25	25	0	0	NaN	625	625
52	25	25	6	0	0	625	625
53	25	25	151	0	0	625	625
54	25	25	392	0	0	625	625
55	25	25	463	0	0	625	625
56	25	25	452	0	0	625	625
57	25	25	463	0	0	625	625
58	25	25	424	0	0	625	625
59	25	25	446	0	0	625	625
60	25	25	459	0	0	625	625
61	25	25	484	0	0	625	625
62	25	25	476	0	0	625	625
63	25	25	428	0	0	625	625
64	25	25	293	0	0	625	625
65	25	25	25	0	0	625	625
66	25	10	0	0	NaN	250	250
67	25	25	0	0	NaN	625	625
68	25	25	0	0	NaN	625	625
